GEOID,County name,Percent of population that is foreign-born,Percent of adults (25 or older) who are not high-school graduates,Percent of population with income below 150 percent of poverty level,Percent of households receiving public assistance income,Percent of persons (ages 16 or older) unemployed,Percent limited-English households,Percent of persons who moved from outside county in past year,Total population,Hispanic_Latino,White,Black or African American,AIAN,Asian,NHPI,Some other race,Two or more races,Tract name,Incorporated (%),Unincorporated (%),Size (sq. mi.),Pop density,AD_overlapped,SD_overlapped,CD_overlapped,Census 2020 Region
06029004901,Kern,42.1,47.5,57.5,3.6,14.1,38.3,1.5,6090,79.4,1.4,0.1,0,19,0,0,0,Census Tract 49.01,Delano (100.0),0,0.6,9606.6,AD-32,SD-14,CD-21,6
06029004903,Kern,43.5,32.9,34.2,8.7,2.1,22.1,5.1,5252,67.5,1,0,0,30.5,0,0,1,Census Tract 49.03,Delano (100.0),0,0.5,9601.7,AD-32,SD-14,CD-21,6
06029004904,Kern,43.2,33.3,38.1,0.9,0.4,16.6,1.5,3668,70.1,4,0.1,0,25.8,0,0,0.1,Census Tract 49.04,Delano (100.0),0,0.5,5795.8,AD-32,SD-14,CD-21,6
06029005003,Kern,41.6,44.8,47.2,6.1,6.6,31.9,2.4,3557,85.7,4.1,1.9,0,8.1,0,0,0.1,Census Tract 50.03,Delano (100.0),0,3.3,1059.9,AD-32,SD-14,CD-21,6
06029005005,Kern,45.2,43.7,39.4,8.2,22,37.2,3.9,3346,87.2,9.4,0.2,0,3,0.2,0,0,Census Tract 50.05,Delano (100.0),0,0.6,7165.5,AD-32,SD-14,CD-21,6
06029005006,Kern,32.7,27.3,7.8,6.7,6.8,8.6,0.8,3949,69.1,7.7,1.4,0,18.9,0,0,2.9,Census Tract 50.06,Delano (100.0),0,0.5,6917.8,AD-32,SD-14,CD-21,6
06029005103,Kern,8,25,21.7,4.1,8.3,0.7,10,2380,17.2,78.2,0.5,0,0.9,0,0,3.3,Census Tract 51.03,Bakersfield (6.7),93.3,73.1,37.3,AD-34,SD-16,CD-23,6
06029005104,Kern,15.2,4.5,7.2,3.2,1.1,1.6,0.5,4077,13.5,72.7,0.7,0.7,7.3,1,0,4.2,Census Tract 51.04,Bakersfield (95.3),4.7,39.4,105.8,"AD-26, AD-34",SD-16,CD-23,6
06029005203,Kern,9.2,10,40.9,0.9,10.6,1,1.4,4549,1.9,89.5,1.3,3.3,0.2,0,0,3.8,Census Tract 52.03,none,100,353.4,11.4,"AD-26, AD-34",SD-16,CD-23,6
06029005205,Kern,6.1,8.2,54.8,7,13.7,3.7,3.1,3758,9.8,82,0,0.9,1.3,0,0,6,Census Tract 52.05,none,100,8.6,416,AD-26,SD-16,CD-23,6
06029005206,Kern,4.9,15.3,51.4,13.2,19.9,1,1.4,2481,13.4,75.3,0.6,3.3,0.4,0,0,7.1,Census Tract 52.06,none,100,352.6,7.3,"AD-26, AD-34",SD-16,CD-23,6
06029005207,Kern,2,1.2,34.2,8.7,0.4,0,2.4,1808,5.6,91.4,0.1,0,2,0,0.2,0.7,Census Tract 52.07,none,100,413.1,5.6,"AD-26, AD-34",SD-16,CD-23,6
06029005208,Kern,8,11.5,41.4,2.6,6,6.4,2.9,2585,9.7,85.3,0.2,0.6,0,0,0,4.2,Census Tract 52.08,none,100,541.8,5.9,AD-26,SD-16,CD-23,6
06029005300,Kern,1.6,16.1,39.2,19,16.7,1.4,11.4,2245,23.9,61.5,7.4,0,2.6,0.2,0,4.4,Census Tract 53,Ridgecrest (100.0),0,109.7,19.2,AD-34,SD-16,CD-23,6
06029005402,Kern,6.3,9.7,21.6,3.1,10,0,3.2,5205,13.3,70,9.5,0,5,0,0,2.2,Census Tract 54.02,Ridgecrest (98.8),1.2,2,2471.7,AD-34,SD-16,CD-23,6
06029005405,Kern,13.9,9.3,17.8,3.1,12.6,3.5,4.2,2543,26.5,57.2,1.4,1.5,4.8,0,0,8.5,Census Tract 54.05,Ridgecrest (100.0),0,0.8,3156.6,AD-34,SD-16,CD-23,6
06029005406,Kern,11.5,12.4,12.8,0,3.7,2.4,2.5,3685,13.9,78.6,0.1,0,5.2,0,0,2.3,Census Tract 54.06,Ridgecrest (91.4),8.6,1.3,2795.5,AD-34,SD-16,CD-23,6
06029005407,Kern,3.5,12,23.8,0.8,9.5,3.9,3.8,4040,24.9,65.1,2.3,0,4.8,0,0,2.9,Census Tract 54.07,Ridgecrest (90.4),9.6,2,2076.8,AD-34,SD-16,CD-23,6
06029005408,Kern,6.1,5.6,15.6,4.8,7,2.5,10.7,5120,19.6,62.1,6.3,4.4,3.3,0,0,4.3,Census Tract 54.08,Ridgecrest (98.9),1.1,2,2342.8,AD-34,SD-16,CD-23,6
06029005409,Kern,5.8,6,9.3,0.4,7.1,2.2,0.6,4470,16.4,74.8,0.1,0,3,0.8,0,4.9,Census Tract 54.09,Ridgecrest (100.0),0,1.2,4017.5,AD-34,SD-16,CD-23,6
06029005410,Kern,8.3,4.5,16.2,1.3,4.9,0,3.2,1929,19,66.5,6.4,8.1,0,0,0,0,Census Tract 54.10,Ridgecrest (68.6),31.4,3,598.1,AD-34,SD-16,CD-23,6
06029005508,Kern,11.1,21.3,31.5,9.9,13.6,4.9,10.4,4465,26.1,32.3,32.4,3.1,1.9,0.5,0.9,2.8,Census Tract 55.08,California City (99.9),0.1,71.1,66.6,AD-36,SD-16,CD-23,6
06029005509,Kern,7.3,10.1,15.4,2.2,10,8.5,20.9,4535,15.5,65.1,9.1,0,2.8,0,0.9,6.6,Census Tract 55.09,Ridgecrest (17.5),82.5,46.5,89.2,AD-34,SD-16,CD-23,6
06029005510,Kern,0,9.4,35.2,4.9,9.8,0,1.1,1552,7.4,91.3,1.2,0,0,0.1,0,0,Census Tract 55.10,none,100,230.6,9.6,AD-34,SD-16,CD-23,6
06029005511,Kern,7.1,15.3,36.7,9.4,13.2,7.5,12.7,3924,39.3,38.6,15.3,1,0,0,0.2,5.6,Census Tract 55.11,California City (100.0),0,3.5,1455.3,AD-36,SD-16,CD-23,6
06029005512,Kern,8.8,11.1,43.7,20.5,26.2,0,9,3294,27,38.1,19.4,0,5,0,0,10.5,Census Tract 55.12,California City (100.0),0,2.5,1182.6,AD-36,SD-16,CD-23,6
06029005513,Kern,10.8,9.4,8.8,0,8.6,1.9,16.6,1959,39.3,54.9,2.1,0,2.2,0,0,1.4,Census Tract 55.13,none,100,8.8,289.6,AD-36,SD-16,CD-23,6
06029005514,Kern,4.9,19.9,15,5.6,16.3,0,7.1,3297,43.4,50,3.1,1.8,0,0,0,1.7,Census Tract 55.14,none,100,147.3,23.3,AD-36,SD-16,CD-23,6
06029005600,Kern,11.1,18,36.2,10.1,5.7,1.4,20.7,2280,25.5,51.5,2.3,0.7,6.3,0,2.4,11.2,Census Tract 56,none,100,24.1,86.5,AD-36,SD-16,CD-23,6
06029005700,Kern,6.9,0.7,17.1,0.5,13.1,0,33.1,2906,18.2,64.6,4.6,0,4.4,0,0.8,7.3,Census Tract 57,none,100,336.3,6.9,AD-36,SD-16,CD-23,6
06029005803,Kern,12.3,27.3,35.6,4.9,8.1,9.5,7,3265,48.5,45.4,4.8,0.7,0,0,0,0.6,Census Tract 58.03,none,100,0.9,3772.5,AD-36,SD-16,CD-23,6
06029005804,Kern,14.3,30.9,41,11,17.8,3.6,14.8,6115,47.9,26,20.6,0,1.5,0,0,4,Census Tract 58.04,none,100,4.4,1207,AD-36,SD-16,CD-23,6
06029005805,Kern,11.1,6.6,26.3,2.3,10,3.9,1.9,2277,35,51.6,6.9,0,0.4,0,0,6,Census Tract 58.05,none,100,2,1322.9,AD-36,SD-16,CD-23,6
06029005806,Kern,8.4,11.1,14.4,5.7,10,4.5,2.7,4358,30.6,53,5.9,0.2,3.5,0,0,6.8,Census Tract 58.06,none,100,2.4,1958.4,AD-36,SD-16,CD-23,6
06029005900,Kern,7.6,20,40.2,7.9,9.3,9.2,5.9,3361,43.1,27.2,24.8,3.8,0,0,0.5,0.7,Census Tract 59,none,100,18.9,220.3,AD-36,SD-16,CD-23,6
06029006002,Kern,21.3,34.2,,,,,28,4193,52.5,24,15.5,0.6,2.9,0.2,0,4.2,Census Tract 60.02,Tehachapi (100.0),0,2.6,1409.7,AD-34,SD-16,CD-23,6
06029006003,Kern,13.5,18.8,18.5,2.1,4.4,9.1,1.3,5949,33.3,64.8,0,0,0,0,0,2,Census Tract 60.03,Tehachapi (0.3),99.7,3.2,1821.6,AD-34,SD-16,CD-23,6
06029006004,Kern,15.2,18.9,26.1,1.9,0.9,2.2,2.3,1253,17.5,73.7,0.1,0,2,0,0,6.7,Census Tract 60.04,Tehachapi (5.5),94.5,509.3,3.1,"AD-26, AD-34",SD-16,CD-23,6
06029006006,Kern,3.4,2.1,5.9,0.8,2.2,0,1.8,4508,24.5,71.4,0.6,0,0.8,0,0,2.7,Census Tract 60.06,none,100,17.8,212.2,AD-34,SD-16,CD-23,6
06029006009,Kern,15.5,3,19.7,1.5,7.1,0.6,0.4,2620,18.1,75.9,0.6,0,1.4,0,0,4,Census Tract 60.09,none,100,75.9,36.6,"AD-32, AD-34",SD-16,CD-23,6
06029006010,Kern,13.1,2,15,2.5,7.8,5,11.1,3151,11.6,79.6,0.8,0,3,0,0,5,Census Tract 60.10,none,100,29,127.4,AD-34,SD-16,CD-23,6
06029006011,Kern,2.9,7.8,23.7,4.5,5.2,0.2,9.1,3077,23.5,70.3,0,1.2,0,0,0,4.9,Census Tract 60.11,none,100,459.6,7.6,"AD-32, AD-34","SD-14, SD-16","CD-21, CD-23",6
06029006012,Kern,3.8,4.5,33.6,1.9,4.3,1.1,6.8,2977,13.2,80.9,0.3,3.9,0.8,0,0,0.9,Census Tract 60.12,Tehachapi (9.6),90.4,221.4,11.6,"AD-34, AD-36",SD-16,CD-23,6
06029006101,Kern,8.9,12.4,25.8,0.7,9.1,2.6,2.2,3556,34.8,57.3,3.9,0,0.7,0,0,3.2,Census Tract 61.01,Tehachapi (99.1),0.9,2.8,1353.2,AD-34,SD-16,CD-23,6
06029006102,Kern,8.2,9.5,25,7.8,11.8,0.9,8.9,4676,22.1,71.2,1.7,0,3.1,0,0,2,Census Tract 61.02,Tehachapi (98.8),1.2,3,1707.2,AD-34,SD-16,CD-23,6
06029006201,Kern,28.9,40.8,49,11.3,10.6,16.1,5.6,2550,76.7,20.5,0,0,1.8,0,0,1,Census Tract 62.01,Bakersfield (0.8),99.2,34.4,75.1,"AD-32, AD-34","SD-14, SD-16",CD-21,6
06029006202,Kern,33.1,55.8,47.9,1.7,5.9,25.8,1.1,8612,90.5,4.6,1.4,0,3.5,0,0,0,Census Tract 62.02,Arvin (83.9),16.1,144.8,48.4,"AD-32, AD-34","SD-14, SD-16",CD-21,6
06029006301,Kern,36,62.9,46.2,6.5,12.9,35.6,2.2,3916,92,6.3,0,1.2,0,0,0,0.5,Census Tract 63.01,Arvin (86.0),14,6.1,610.6,AD-32,SD-14,CD-21,6
06029006303,Kern,33.7,65,48.2,3.9,13.1,32.6,4,5794,94.6,5.2,0,0.1,0,0,0,0,Census Tract 63.03,Arvin (99.9),0.1,1.5,3950.5,AD-32,SD-14,CD-21,6
06029006304,Kern,41.6,58.6,60.6,4.6,8,36.5,1,4365,97.9,1.7,0.1,0,0.1,0,0,0.1,Census Tract 63.04,Arvin (99.9),0.1,2.2,1861.8,AD-32,"SD-14, SD-16","CD-21, CD-23",6
06029006403,Kern,36.1,59.9,39.2,8.5,8.3,33.5,0,6499,92.7,6.4,0,0,0,0,0.2,0.7,Census Tract 64.03,none,100,1,5433,AD-32,SD-14,CD-21,6
06029006404,Kern,37.1,67.4,64.5,5.5,17.8,45.7,0.2,3867,92.5,7.5,0,0,0,0,0,0,Census Tract 64.04,none,100,4.1,747.7,AD-32,SD-14,CD-21,6
06029006405,Kern,41.6,59.4,43,4.9,10.8,40.3,0.3,2747,97.2,2,0,0,0.8,0,0,0,Census Tract 64.05,none,100,2.5,1200.8,AD-32,SD-14,CD-21,6
06029006406,Kern,49.5,69.7,60.6,6.1,5.8,50.2,0,4164,96.3,0.3,0,0,3.2,0,0,0.2,Census Tract 64.06,none,100,0.4,9712.1,AD-32,SD-14,CD-21,6
06029006500,Kern,14.9,30.7,35.9,8.3,14.4,4.2,21.5,4536,45,28.7,14.9,0.2,3.9,0.6,0,6.8,Census Tract 65,California City (4.6),95.4,783.4,5.6,"AD-34, AD-36",SD-16,CD-23,6
06029006600,Kern,22.6,34.8,46,0.8,8.4,20.6,1.8,4719,71.6,26.9,0.3,0,0.1,0,0,1.1,Census Tract 66,none,100,247.6,19.5,"AD-32, AD-34","SD-14, SD-16","CD-21, CD-23",6
06031000100,Kings,21.5,24,13.2,3.4,8.5,15.5,1,3225,36.2,56.6,0.7,0.5,4.6,0.2,0.4,0.8,Census Tract 1,none,100,98.5,29.6,AD-32,SD-14,CD-21,6
06031000200,Kings,12,18.7,25.7,2.7,11.7,2.3,4.1,2560,41.2,52.6,1.6,0.2,0.8,0.3,0,3.4,Census Tract 2,none,100,62.8,34.2,AD-32,SD-14,CD-21,6
06031000402,Kings,18.8,15.9,15.1,3.3,5.7,3.7,8.4,5864,43.5,43.4,3.4,0,4.8,0,0.4,4.5,Census Tract 4.02,Lemoore (66.7),33.3,25.6,245.8,AD-32,SD-14,CD-21,6
06031000403,Kings,15,16.5,19.4,2,3.1,1.3,4.8,4807,50.7,32.8,9,0,4.5,0,0,3,Census Tract 4.03,Lemoore (99.2),0.8,1.8,3003.3,AD-32,SD-14,CD-21,6
06031000405,Kings,21.4,21.3,31.7,8.3,8,11.7,5,6354,55.5,29.2,3.4,0.6,9,0.3,0,2,Census Tract 4.05,Lemoore (99.2),0.8,1.7,4190,AD-32,SD-14,CD-21,6
06031000406,Kings,10.7,6.6,10.9,0,0,1.5,4.1,3514,44,32.4,9.6,0,6.3,0,0.7,7.1,Census Tract 4.06,Lemoore (100.0),0,0.5,6391.2,AD-32,SD-14,CD-21,6
06031000407,Kings,8.1,8.4,31,11.6,13.3,3.3,7.2,7192,31.7,52.1,3.9,0,8.8,0.3,0,3.3,Census Tract 4.07,Lemoore (100.0),0,1.4,4939.6,AD-32,SD-14,CD-21,6
06031000500,Kings,23.9,25.4,35.8,2.3,5.8,17,2.7,5444,71.1,21.7,3.8,0,0.5,0,0,2.8,Census Tract 5,none,100,12.1,459.2,AD-32,SD-14,CD-21,6
06031000602,Kings,9.5,4,6.8,0.9,10.8,0,6.9,6052,22.3,66.7,7.5,0,0.3,0,0,3.2,Census Tract 6.02,Hanford (99.7),0.3,1,5758,AD-32,SD-14,CD-21,6
06031000603,Kings,18,4.6,5.3,0,9.1,1,4.6,2863,33.7,39,13.8,0,10.3,0,0,3.2,Census Tract 6.03,Hanford (99.8),0.2,1,2907.6,AD-32,SD-14,CD-21,6
06031000604,Kings,12.6,13.5,16.7,1.5,4.3,6.5,9.8,7621,37.4,46.3,3.4,0,6.6,0,0,6.3,Census Tract 6.04,Hanford (97.9),2.1,2,3969.1,AD-32,SD-14,CD-21,6
06031000701,Kings,10.7,5.3,9.2,4.1,4.6,1.1,10.3,5783,35.8,54.7,1.4,0.3,4.5,0,0,3.2,Census Tract 7.01,Hanford (98.8),1.2,1.3,4215,AD-32,SD-14,CD-21,6
06031000702,Kings,10.9,10.9,20.5,2.1,6.7,15.5,10.9,4304,44.4,39.1,9.8,0,2.1,0,0.4,4.1,Census Tract 7.02,Hanford (93.5),6.5,1.6,2815.9,AD-32,SD-14,CD-21,6
06031000800,Kings,24.1,18.3,26.8,5.2,6.2,13.3,2.4,5287,63.2,28.9,3.6,0.2,1.9,0,0,2.2,Census Tract 8,Hanford (64.5),35.5,4,1192.1,AD-32,SD-14,CD-21,6
06031000901,Kings,19.5,18.3,28.8,8.8,10.9,15.3,1.4,4070,48.9,44.4,0.7,1.9,1.7,0,0,2.3,Census Tract 9.01,Hanford (100.0),0,0.7,6265.2,AD-32,SD-14,CD-21,6
06031000902,Kings,22.2,30.1,36.8,7.9,4.6,12.1,2.8,3888,60.6,29.6,9.7,0,0,0,0,0,Census Tract 9.02,Hanford (100.0),0,0.8,3866.8,AD-32,SD-14,CD-21,6
06031001001,Kings,11.6,10,14.5,3.2,7.6,4.7,4.5,5109,33.5,47,2.9,0,10.6,0,1.5,4.5,Census Tract 10.01,Hanford (94.9),5.1,2.6,2175.2,AD-32,SD-14,CD-21,6
06031001002,Kings,33,39.3,46.7,12,7.3,31.5,6.8,4457,78.5,13.3,2.5,0,3.7,0,0,2,Census Tract 10.02,Hanford (100.0),0,1.2,3586.2,AD-32,SD-14,CD-21,6
06031001003,Kings,25.2,37,24.9,6,16,20.3,2.8,7039,72.5,17.6,0.9,0.5,6.8,0.2,0.1,1.5,Census Tract 10.03,Hanford (99.2),0.8,2.1,3369.2,AD-32,SD-14,CD-21,6
06031001100,Kings,21.8,46.1,56.4,17.5,12.3,28.8,3,6498,78,8.6,5,0.4,1,0.1,0,6.9,Census Tract 11,Hanford (63.5),36.5,3.8,1642.1,AD-32,SD-14,CD-21,6
06031001200,Kings,18.5,20.7,18,2.4,3.5,14,1.6,2362,47.2,49.4,0.5,0.3,0.8,0,0,1.7,Census Tract 12,Hanford (0.9),99.1,153.6,15.6,AD-32,SD-14,CD-21,6
06031001300,Kings,21.7,42.4,56.7,23.9,20.9,40,1.9,4183,84.6,7.5,3.9,0,0,0,1.5,2.6,Census Tract 13,Corcoran (84.6),15.4,17.6,248.9,AD-32,SD-14,CD-21,6
06031001401,Kings,28.7,38.8,38,7,2.5,32.7,0.2,2340,91.7,7.1,0.5,0.7,0,0,0,0,Census Tract 14.01,Corcoran (100.0),0,0.8,3387.1,AD-32,SD-14,CD-21,6
06031001402,Kings,22.5,46.5,63.2,10.4,8.7,21.4,2,2327,78.2,18.8,2.4,0.2,0,0,0.3,0,Census Tract 14.02,Corcoran (100.0),0,0.5,4162.1,AD-32,SD-14,CD-21,6
06031001500,Kings,22.4,39.4,36.6,5.2,8.5,28.2,3.6,4789,80,15.6,3,0,0.4,0,0,1.1,Census Tract 15,Corcoran (99.2),0.8,1.1,4151.8,AD-32,SD-14,CD-21,6
06031001601,Kings,29.2,55.9,31.3,2.7,7.9,30.6,1.9,4418,66.2,16.3,0.6,15,1,0,0,1,Census Tract 16.01,Avenal (0.2),99.8,656,6.5,AD-32,SD-14,CD-21,6
06031001702,Kings,42.7,55.5,39.6,2.9,9.5,25.7,6.6,5311,95.3,4.3,0,0.4,0,0,0,0,Census Tract 17.02,Avenal (100.0),0,7.2,682.2,AD-32,SD-14,CD-21,6
06031001703,Kings,46.9,66.2,48.6,1.5,13.4,38.5,2.1,5022,94.3,5.5,0.2,0,0,0,0,0,Census Tract 17.03,Avenal (98.7),1.3,297.4,15.3,AD-32,SD-14,CD-21,6
06031980000,Kings,5,2,10.9,2.6,7.1,3.5,27.5,6756,18.6,47.4,18.1,0.9,6.8,0.6,0,7.6,Census Tract 9800,none,100,27.1,245.7,AD-32,SD-14,CD-21,6
06031980100,Kings,13.5,42.2,,,,,33.2,8923,48.3,20.7,24.9,1.8,1.6,0.3,0,2.5,Census Tract 9801,none,0,2,4460.2,AD-32,SD-14,CD-21,6
06031981800,Kings,21.2,42.6,,,,,35.7,2728,57.6,21.6,15.3,1.2,1.3,0.6,0,2.3,Census Tract 9818,none,0,0.9,4872.3,AD-32,SD-14,CD-21,6
06033000100,Lake,4.8,10.5,24.6,1.5,6,1.8,8.1,3417,13.4,67.2,2.3,13.5,3,0,0,0.6,Census Tract 1,none,100,460.9,7.1,AD-4,SD-2,"CD-3, CD-5",2
06033000300,Lake,10.5,14.3,28.8,3.3,6.5,0,4.9,4091,20,68.2,1.3,6,1.6,0.1,0,2.8,Census Tract 3,Lakeport (3.4),96.6,38.2,105.7,AD-4,SD-2,"CD-3, CD-5",2
06033000401,Lake,8.7,10.9,12.1,0.7,1,1.5,3.7,3127,22,72.3,0.1,2.2,0,0,0,3.4,Census Tract 4.01,Lakeport (65.6),34.4,1.7,1881.3,AD-4,SD-2,"CD-3, CD-5",2
06033000402,Lake,14.6,17.3,36.4,13.1,13,0,4.8,2487,16.3,58.3,2.9,10.2,9.7,0.1,0,2.6,Census Tract 4.02,Lakeport (99.3),0.7,1.6,1764.6,AD-4,SD-2,"CD-3, CD-5",2
06033000501,Lake,9.7,16.2,35.8,1.9,4.8,1.4,17.8,2800,19.6,72.1,2.6,4.1,0,0,0,1.6,Census Tract 5.01,none,100,146.8,23.3,AD-4,SD-2,CD-3,2
06033000502,Lake,2.7,1.4,28.3,4.6,18.4,0,7.5,2346,18.6,72.7,2,0,1.9,0,3.4,1.4,Census Tract 5.02,none,100,2.4,1218.4,AD-4,SD-2,CD-3,2
06033000601,Lake,14.7,14.5,18.8,1.1,17.4,8.5,14,1887,13.7,83.1,0,1.1,2.1,0,0,0,Census Tract 6.01,none,100,1.1,2161.7,AD-4,SD-2,CD-3,2
06033000602,Lake,10.1,7.5,22.7,3.1,3.1,0,11.5,2024,5,82.4,1.5,0,8.2,0,0,2.9,Census Tract 6.02,none,100,113.6,18.3,AD-4,SD-2,CD-3,2
06033000702,Lake,12,25.6,38.2,11.1,29.8,4.7,6.9,4608,46.2,47,0,3,0.2,0,0,3.7,Census Tract 7.02,Clearlake (99.4),0.6,46.9,101.5,AD-4,SD-2,CD-3,2
06033000703,Lake,7,13.9,48.1,5,6,0.8,4.1,1945,23.8,71.6,1.2,2.4,0,0,0,1.1,Census Tract 7.03,Clearlake (87.3),12.7,8.5,283.4,AD-4,SD-2,CD-3,2
06033000704,Lake,3.9,15.6,39,1.2,21.9,2.3,7.1,1795,8.9,71.5,15.9,1.6,0,0,0,2.1,Census Tract 7.04,Clearlake (100.0),0,2.3,921.7,AD-4,SD-2,CD-3,2
06033000801,Lake,3.2,17.2,52.9,6.1,24,0.9,13.1,2467,17.5,64.5,5.8,4.9,0.9,0,0,6.5,Census Tract 8.01,Clearlake (100.0),0,1.1,2724.7,AD-4,SD-2,CD-3,2
06033000802,Lake,9,20.1,43.7,4.1,12.7,3.1,11.3,4723,28.1,59.6,4.1,2.3,2.5,0,0,3.4,Census Tract 8.02,Clearlake (100.0),0,1.3,3719.9,AD-4,SD-2,CD-3,2
06033000901,Lake,8.3,10,9.2,0,10.3,0,4.8,3162,31,59.8,8.8,0.3,0,0,0,0.1,Census Tract 9.01,none,100,16.2,160.4,AD-4,SD-2,"CD-3, CD-5",2
06033000902,Lake,3.1,10.5,25.8,1.2,4.8,0,11.1,3947,16,77.9,3.3,0.5,0.6,0,0,1.8,Census Tract 9.02,none,100,21.5,191.8,AD-4,SD-2,"CD-3, CD-5",2
06033001000,Lake,12.8,23,36.3,3.3,10.7,9.4,7.9,6384,35.3,57.7,1.1,5.6,0.1,0,0,0.1,Census Tract 10,none,100,56,108.9,AD-4,SD-2,"CD-3, CD-5",2
06033001101,Lake,3.6,5,19.9,7.6,3.7,0,4.2,1459,2.3,93.8,1.2,0,0,0,0,2.7,Census Tract 11.01,none,100,52,33.9,AD-4,SD-2,CD-5,2
06033001102,Lake,4.5,2,12.6,0,9.4,0,11.4,1297,4.5,95.5,0.1,0,0,0,0,0,Census Tract 11.02,none,100,19,80.7,AD-4,SD-2,CD-5,2
06033001200,Lake,8.3,8.1,33,0.7,7.9,0,12.2,3031,22.4,67.9,0,0.2,2.3,0.3,0,6.8,Census Tract 12,none,100,143.5,23.8,AD-4,SD-2,"CD-3, CD-5",2
06033001301,Lake,2.5,4.4,6.3,2,2.5,0,2.2,3732,7.4,90.1,0,0,0,0,0,2.5,Census Tract 13.01,none,100,3.2,1121.5,AD-4,SD-2,CD-5,2
06033001302,Lake,8.1,17.7,18.2,1.4,13.1,6,18.4,3547,14.9,79.2,0.1,0.1,0.4,0,0,5.2,Census Tract 13.02,none,100,118.8,34.6,AD-4,SD-2,CD-5,2
06035040100,Lassen,2.6,5.3,13.4,0,1.4,1.8,4.2,1687,6.3,87.4,0,0.9,4.1,0,0.7,0.5,Census Tract 401,none,100,2907.2,0.6,AD-1,SD-1,CD-1,1
06035040200,Lassen,1.4,8.6,24.8,3.9,4.7,0,8.3,2460,1.3,90.2,2,0.6,0,0,0,5.8,Census Tract 402,none,100,712.4,3.4,AD-1,SD-1,CD-1,1
06035040302,Lassen,4.3,5.1,11.5,2.1,3.5,1.3,3.8,4025,7.7,88,0,1.1,1.4,0.1,1,0.7,Census Tract 403.02,Susanville (19.2),80.8,89.8,48.3,AD-1,SD-1,CD-1,1
06035040303,Lassen,2.1,12.8,35.5,8.5,6.2,3.6,10.4,2172,16.5,74.2,0.9,0,2.2,2.1,0.2,4,Census Tract 403.03,Susanville (88.1),11.9,43.3,74,AD-1,SD-1,CD-1,1
06035040304,Lassen,6.7,7.5,50.5,16.7,10.8,0,4.8,1515,4.3,76.2,3.7,4.2,1.7,8.5,0,1.5,Census Tract 403.04,Susanville (99.4),0.6,1.1,1627.2,AD-1,SD-1,CD-1,1
06035040305,Lassen,2.7,4.4,18,1.5,2.8,0.6,6.4,2936,13,67,3,8,1.3,2.5,0,5.2,Census Tract 403.05,Susanville (91.4),8.6,67.4,61.8,AD-1,SD-1,CD-1,1
06035040400,Lassen,7,38.5,19.3,3.5,2.4,0,47.3,9424,39.6,34.4,21.5,1.5,2,0,0.1,0.8,Census Tract 404,Susanville (0.2),99.8,151.2,58.1,AD-1,SD-1,CD-1,1
06035040500,Lassen,9.9,15.6,16,3,7.4,4,5.6,3076,13.5,79.5,0,3.9,0.7,0,0,2.4,Census Tract 405,none,100,57.9,52.6,AD-1,SD-1,CD-1,1
06035040600,Lassen,5.7,17.9,28.6,4.7,15.6,0,17.6,3305,14.9,67,11,4.4,0.8,0.1,0.5,1.4,Census Tract 406,none,100,511,6.4,AD-1,SD-1,CD-1,1
06037101110,Los Angeles,34.8,10,20.8,5.2,5.2,12.2,5.5,3923,24.5,61,0.4,0.1,10.3,0.1,0.2,3.3,Census Tract 1011.10,Los Angeles (100.0),0,0.4,11168,AD-39,SD-25,CD-28,8
06037101122,Los Angeles,34.6,14.5,7,0.7,9.2,2.6,0.6,4119,4.4,76.7,3.6,0,10.3,0,0,5,Census Tract 1011.22,Los Angeles (100.0),0,1,3651.8,AD-39,SD-25,CD-28,8
06037101220,Los Angeles,44.4,22.6,26.9,6,11.2,21.2,2.1,3775,40.3,43.9,2.5,0,10.3,0,0.2,2.8,Census Tract 1012.20,Los Angeles (100.0),0,0.3,12392.5,AD-39,SD-25,CD-28,8
06037101221,Los Angeles,50.9,25.9,37.2,3.1,6.5,36,1.6,3787,31.2,53.5,5.6,0,7.1,0,2.6,0,Census Tract 1012.21,Los Angeles (100.0),0,0.1,25185,AD-39,SD-25,CD-28,8
06037101222,Los Angeles,55.7,18.6,55.5,6.2,10.9,26.1,0,2717,43.5,54,0.1,0,2.4,0,0,0,Census Tract 1012.22,Los Angeles (100.0),0,0.1,24527.6,AD-39,SD-25,CD-28,8
06037101300,Los Angeles,45,9.2,14.4,1.7,4.9,9.7,0.7,3741,9.6,80.4,4.6,0,3.7,0,0,1.6,Census Tract 1013,Los Angeles (100.0),0,1,4284.8,AD-39,SD-25,CD-28,8
06037101400,Los Angeles,34.6,10.6,19.5,3.9,6.6,13.5,0.2,3246,15.8,69.5,0.4,0,9.1,0,0,5.2,Census Tract 1014,Los Angeles (100.0),0,2.4,1600,AD-39,SD-25,CD-28,8
06037102103,Los Angeles,42.8,2.8,21.6,8.2,8,10.4,0,1920,9,75,1.1,0,12.6,0,1,1.3,Census Tract 1021.03,Los Angeles (100.0),0,0.5,4599.4,AD-39,"SD-18, SD-25","CD-28, CD-29",8
